Date,Year,Quarter,Month,Month_Name,Day,Week_Of_Year,Day_Name,Is_Weekend
2023-02-21,2023,Q1,2,February,21,8,Tuesday,False
2023-02-22,2023,Q1,2,February,22,8,Wednesday,False
2023-02-23,2023,Q1,2,February,23,8,Thursday,False
2023-02-24,2023,Q1,2,February,24,8,Friday,False
2023-02-25,2023,Q1,2,February,25,8,Saturday,True
2023-02-26,2023,Q1,2,February,26,8,Sunday,True
2023-02-27,2023,Q1,2,February,27,9,Monday,False
2023-02-28,2023,Q1,2,February,28,9,Tuesday,False
2023-03-01,2023,Q1,3,March,1,9,Wednesday,False
2023-03-02,2023,Q1,3,March,2,9,Thursday,False
2023-03-03,2023,Q1,3,March,3,9,Friday,False
2023-03-04,2023,Q1,3,March,4,9,Saturday,True
2023-03-05,2023,Q1,3,March,5,9,Sunday,True
2023-03-06,2023,Q1,3,March,6,10,Monday,False
2023-03-07,2023,Q1,3,March,7,10,Tuesday,False
2023-03-08,2023,Q1,3,March,8,10,Wednesday,False
2023-03-09,2023,Q1,3,March,9,10,Thursday,False
2023-03-10,2023,Q1,3,March,10,10,Friday,False
2023-03-11,2023,Q1,3,March,11,10,Saturday,True
2023-03-12,2023,Q1,3,March,12,10,Sunday,True
2023-03-13,2023,Q1,3,March,13,11,Monday,False
2023-03-14,2023,Q1,3,March,14,11,Tuesday,False
2023-03-15,2023,Q1,3,March,15,11,Wednesday,False
2023-03-16,2023,Q1,3,March,16,11,Thursday,False
2023-03-17,2023,Q1,3,March,17,11,Friday,False
2023-03-18,2023,Q1,3,March,18,11,Saturday,True
2023-03-19,2023,Q1,3,March,19,11,Sunday,True
2023-03-20,2023,Q1,3,March,20,12,Monday,False
2023-03-21,2023,Q1,3,March,21,12,Tuesday,False
2023-03-22,2023,Q1,3,March,22,12,Wednesday,False
2023-03-23,2023,Q1,3,March,23,12,Thursday,False
2023-03-24,2023,Q1,3,March,24,12,Friday,False
2023-03-25,2023,Q1,3,March,25,12,Saturday,True
2023-03-26,2023,Q1,3,March,26,12,Sunday,True
2023-03-27,2023,Q1,3,March,27,13,Monday,False
2023-03-28,2023,Q1,3,March,28,13,Tuesday,False
2023-03-29,2023,Q1,3,March,29,13,Wednesday,False
2023-03-30,2023,Q1,3,March,30,13,Thursday,False
2023-03-31,2023,Q1,3,March,31,13,Friday,False
2023-04-01,2023,Q2,4,April,1,13,Saturday,True
2023-04-02,2023,Q2,4,April,2,13,Sunday,True
2023-04-03,2023,Q2,4,April,3,14,Monday,False
2023-04-04,2023,Q2,4,April,4,14,Tuesday,False
2023-04-05,2023,Q2,4,April,5,14,Wednesday,False
2023-04-06,2023,Q2,4,April,6,14,Thursday,False
2023-04-07,2023,Q2,4,April,7,14,Friday,False
2023-04-08,2023,Q2,4,April,8,14,Saturday,True
2023-04-09,2023,Q2,4,April,9,14,Sunday,True
2023-04-10,2023,Q2,4,April,10,15,Monday,False
2023-04-11,2023,Q2,4,April,11,15,Tuesday,False
2023-04-12,2023,Q2,4,April,12,15,Wednesday,False
2023-04-13,2023,Q2,4,April,13,15,Thursday,False
2023-04-14,2023,Q2,4,April,14,15,Friday,False
2023-04-15,2023,Q2,4,April,15,15,Saturday,True
2023-04-16,2023,Q2,4,April,16,15,Sunday,True
2023-04-17,2023,Q2,4,April,17,16,Monday,False
2023-04-18,2023,Q2,4,April,18,16,Tuesday,False
2023-04-19,2023,Q2,4,April,19,16,Wednesday,False
2023-04-20,2023,Q2,4,April,20,16,Thursday,False
2023-04-21,2023,Q2,4,April,21,16,Friday,False
2023-04-22,2023,Q2,4,April,22,16,Saturday,True
2023-04-23,2023,Q2,4,April,23,16,Sunday,True
2023-04-24,2023,Q2,4,April,24,17,Monday,False
2023-04-25,2023,Q2,4,April,25,17,Tuesday,False
2023-04-26,2023,Q2,4,April,26,17,Wednesday,False
2023-04-27,2023,Q2,4,April,27,17,Thursday,False
2023-04-28,2023,Q2,4,April,28,17,Friday,False
2023-04-29,2023,Q2,4,April,29,17,Saturday,True
2023-04-30,2023,Q2,4,April,30,17,Sunday,True
2023-05-01,2023,Q2,5,May,1,18,Monday,False
2023-05-02,2023,Q2,5,May,2,18,Tuesday,False
2023-05-03,2023,Q2,5,May,3,18,Wednesday,False
2023-05-04,2023,Q2,5,May,4,18,Thursday,False
2023-05-05,2023,Q2,5,May,5,18,Friday,False
2023-05-06,2023,Q2,5,May,6,18,Saturday,True
2023-05-07,2023,Q2,5,May,7,18,Sunday,True
2023-05-08,2023,Q2,5,May,8,19,Monday,False
2023-05-09,2023,Q2,5,May,9,19,Tuesday,False
2023-05-10,2023,Q2,5,May,10,19,Wednesday,False
2023-05-11,2023,Q2,5,May,11,19,Thursday,False
2023-05-12,2023,Q2,5,May,12,19,Friday,False
2023-05-13,2023,Q2,5,May,13,19,Saturday,True
2023-05-14,2023,Q2,5,May,14,19,Sunday,True
2023-05-15,2023,Q2,5,May,15,20,Monday,False
2023-05-16,2023,Q2,5,May,16,20,Tuesday,False
2023-05-17,2023,Q2,5,May,17,20,Wednesday,False
2023-05-18,2023,Q2,5,May,18,20,Thursday,False
2023-05-19,2023,Q2,5,May,19,20,Friday,False
2023-05-20,2023,Q2,5,May,20,20,Saturday,True
2023-05-21,2023,Q2,5,May,21,20,Sunday,True
2023-05-22,2023,Q2,5,May,22,21,Monday,False
2023-05-23,2023,Q2,5,May,23,21,Tuesday,False
2023-05-24,2023,Q2,5,May,24,21,Wednesday,False
2023-05-25,2023,Q2,5,May,25,21,Thursday,False
2023-05-26,2023,Q2,5,May,26,21,Friday,False
2023-05-27,2023,Q2,5,May,27,21,Saturday,True
2023-05-28,2023,Q2,5,May,28,21,Sunday,True
2023-05-29,2023,Q2,5,May,29,22,Monday,False
2023-05-30,2023,Q2,5,May,30,22,Tuesday,False
2023-05-31,2023,Q2,5,May,31,22,Wednesday,False
2023-06-01,2023,Q2,6,June,1,22,Thursday,False
2023-06-02,2023,Q2,6,June,2,22,Friday,False
2023-06-03,2023,Q2,6,June,3,22,Saturday,True
2023-06-04,2023,Q2,6,June,4,22,Sunday,True
2023-06-05,2023,Q2,6,June,5,23,Monday,False
2023-06-06,2023,Q2,6,June,6,23,Tuesday,False
2023-06-07,2023,Q2,6,June,7,23,Wednesday,False
2023-06-08,2023,Q2,6,June,8,23,Thursday,False
2023-06-09,2023,Q2,6,June,9,23,Friday,False
2023-06-10,2023,Q2,6,June,10,23,Saturday,True
2023-06-11,2023,Q2,6,June,11,23,Sunday,True
2023-06-12,2023,Q2,6,June,12,24,Monday,False
2023-06-13,2023,Q2,6,June,13,24,Tuesday,False
2023-06-14,2023,Q2,6,June,14,24,Wednesday,False
2023-06-15,2023,Q2,6,June,15,24,Thursday,False
2023-06-16,2023,Q2,6,June,16,24,Friday,False
2023-06-17,2023,Q2,6,June,17,24,Saturday,True
2023-06-18,2023,Q2,6,June,18,24,Sunday,True
2023-06-19,2023,Q2,6,June,19,25,Monday,False
2023-06-20,2023,Q2,6,June,20,25,Tuesday,False
2023-06-21,2023,Q2,6,June,21,25,Wednesday,False
2023-06-22,2023,Q2,6,June,22,25,Thursday,False
2023-06-23,2023,Q2,6,June,23,25,Friday,False
2023-06-24,2023,Q2,6,June,24,25,Saturday,True
2023-06-25,2023,Q2,6,June,25,25,Sunday,True
2023-06-26,2023,Q2,6,June,26,26,Monday,False
2023-06-27,2023,Q2,6,June,27,26,Tuesday,False
2023-06-28,2023,Q2,6,June,28,26,Wednesday,False
2023-06-29,2023,Q2,6,June,29,26,Thursday,False
2023-06-30,2023,Q2,6,June,30,26,Friday,False
2023-07-01,2023,Q3,7,July,1,26,Saturday,True
2023-07-02,2023,Q3,7,July,2,26,Sunday,True
2023-07-03,2023,Q3,7,July,3,27,Monday,False
2023-07-04,2023,Q3,7,July,4,27,Tuesday,False
2023-07-05,2023,Q3,7,July,5,27,Wednesday,False
2023-07-06,2023,Q3,7,July,6,27,Thursday,False
2023-07-07,2023,Q3,7,July,7,27,Friday,False
2023-07-08,2023,Q3,7,July,8,27,Saturday,True
2023-07-09,2023,Q3,7,July,9,27,Sunday,True
2023-07-10,2023,Q3,7,July,10,28,Monday,False
2023-07-11,2023,Q3,7,July,11,28,Tuesday,False
2023-07-12,2023,Q3,7,July,12,28,Wednesday,False
2023-07-13,2023,Q3,7,July,13,28,Thursday,False
2023-07-14,2023,Q3,7,July,14,28,Friday,False
2023-07-15,2023,Q3,7,July,15,28,Saturday,True
2023-07-16,2023,Q3,7,July,16,28,Sunday,True
2023-07-17,2023,Q3,7,July,17,29,Monday,False
2023-07-18,2023,Q3,7,July,18,29,Tuesday,False
2023-07-19,2023,Q3,7,July,19,29,Wednesday,False
2023-07-20,2023,Q3,7,July,20,29,Thursday,False
2023-07-21,2023,Q3,7,July,21,29,Friday,False
2023-07-22,2023,Q3,7,July,22,29,Saturday,True
2023-07-23,2023,Q3,7,July,23,29,Sunday,True
2023-07-24,2023,Q3,7,July,24,30,Monday,False
2023-07-25,2023,Q3,7,July,25,30,Tuesday,False
2023-07-26,2023,Q3,7,July,26,30,Wednesday,False
2023-07-27,2023,Q3,7,July,27,30,Thursday,False
2023-07-28,2023,Q3,7,July,28,30,Friday,False
2023-07-29,2023,Q3,7,July,29,30,Saturday,True
2023-07-30,2023,Q3,7,July,30,30,Sunday,True
2023-07-31,2023,Q3,7,July,31,31,Monday,False
2023-08-01,2023,Q3,8,August,1,31,Tuesday,False
2023-08-02,2023,Q3,8,August,2,31,Wednesday,False
2023-08-03,2023,Q3,8,August,3,31,Thursday,False
2023-08-04,2023,Q3,8,August,4,31,Friday,False
2023-08-05,2023,Q3,8,August,5,31,Saturday,True
2023-08-06,2023,Q3,8,August,6,31,Sunday,True
2023-08-07,2023,Q3,8,August,7,32,Monday,False
2023-08-08,2023,Q3,8,August,8,32,Tuesday,False
2023-08-09,2023,Q3,8,August,9,32,Wednesday,False
2023-08-10,2023,Q3,8,August,10,32,Thursday,False
2023-08-11,2023,Q3,8,August,11,32,Friday,False
2023-08-12,2023,Q3,8,August,12,32,Saturday,True
2023-08-13,2023,Q3,8,August,13,32,Sunday,True
2023-08-14,2023,Q3,8,August,14,33,Monday,False
2023-08-15,2023,Q3,8,August,15,33,Tuesday,False
2023-08-16,2023,Q3,8,August,16,33,Wednesday,False
2023-08-17,2023,Q3,8,August,17,33,Thursday,False
2023-08-18,2023,Q3,8,August,18,33,Friday,False
2023-08-19,2023,Q3,8,August,19,33,Saturday,True
2023-08-20,2023,Q3,8,August,20,33,Sunday,True
2023-08-21,2023,Q3,8,August,21,34,Monday,False
2023-08-22,2023,Q3,8,August,22,34,Tuesday,False
2023-08-23,2023,Q3,8,August,23,34,Wednesday,False
2023-08-24,2023,Q3,8,August,24,34,Thursday,False
2023-08-25,2023,Q3,8,August,25,34,Friday,False
2023-08-26,2023,Q3,8,August,26,34,Saturday,True
2023-08-27,2023,Q3,8,August,27,34,Sunday,True
2023-08-28,2023,Q3,8,August,28,35,Monday,False
2023-08-29,2023,Q3,8,August,29,35,Tuesday,False
2023-08-30,2023,Q3,8,August,30,35,Wednesday,False
2023-08-31,2023,Q3,8,August,31,35,Thursday,False
2023-09-01,2023,Q3,9,September,1,35,Friday,False
2023-09-02,2023,Q3,9,September,2,35,Saturday,True
2023-09-03,2023,Q3,9,September,3,35,Sunday,True
2023-09-04,2023,Q3,9,September,4,36,Monday,False
2023-09-05,2023,Q3,9,September,5,36,Tuesday,False
2023-09-06,2023,Q3,9,September,6,36,Wednesday,False
2023-09-07,2023,Q3,9,September,7,36,Thursday,False
2023-09-08,2023,Q3,9,September,8,36,Friday,False
2023-09-09,2023,Q3,9,September,9,36,Saturday,True
2023-09-10,2023,Q3,9,September,10,36,Sunday,True
2023-09-11,2023,Q3,9,September,11,37,Monday,False
2023-09-12,2023,Q3,9,September,12,37,Tuesday,False
2023-09-13,2023,Q3,9,September,13,37,Wednesday,False
2023-09-14,2023,Q3,9,September,14,37,Thursday,False
2023-09-15,2023,Q3,9,September,15,37,Friday,False
2023-09-16,2023,Q3,9,September,16,37,Saturday,True
2023-09-17,2023,Q3,9,September,17,37,Sunday,True
2023-09-18,2023,Q3,9,September,18,38,Monday,False
2023-09-19,2023,Q3,9,September,19,38,Tuesday,False
2023-09-20,2023,Q3,9,September,20,38,Wednesday,False
2023-09-21,2023,Q3,9,September,21,38,Thursday,False
2023-09-22,2023,Q3,9,September,22,38,Friday,False
2023-09-23,2023,Q3,9,September,23,38,Saturday,True
2023-09-24,2023,Q3,9,September,24,38,Sunday,True
2023-09-25,2023,Q3,9,September,25,39,Monday,False
2023-09-26,2023,Q3,9,September,26,39,Tuesday,False
2023-09-27,2023,Q3,9,September,27,39,Wednesday,False
2023-09-28,2023,Q3,9,September,28,39,Thursday,False
2023-09-29,2023,Q3,9,September,29,39,Friday,False
2023-09-30,2023,Q3,9,September,30,39,Saturday,True
2023-10-01,2023,Q4,10,October,1,39,Sunday,True
2023-10-02,2023,Q4,10,October,2,40,Monday,False
2023-10-03,2023,Q4,10,October,3,40,Tuesday,False
2023-10-04,2023,Q4,10,October,4,40,Wednesday,False
2023-10-05,2023,Q4,10,October,5,40,Thursday,False
2023-10-06,2023,Q4,10,October,6,40,Friday,False
2023-10-07,2023,Q4,10,October,7,40,Saturday,True
2023-10-08,2023,Q4,10,October,8,40,Sunday,True
2023-10-09,2023,Q4,10,October,9,41,Monday,False
2023-10-10,2023,Q4,10,October,10,41,Tuesday,False
2023-10-11,2023,Q4,10,October,11,41,Wednesday,False
2023-10-12,2023,Q4,10,October,12,41,Thursday,False
2023-10-13,2023,Q4,10,October,13,41,Friday,False
2023-10-14,2023,Q4,10,October,14,41,Saturday,True
2023-10-15,2023,Q4,10,October,15,41,Sunday,True
2023-10-16,2023,Q4,10,October,16,42,Monday,False
2023-10-17,2023,Q4,10,October,17,42,Tuesday,False
2023-10-18,2023,Q4,10,October,18,42,Wednesday,False
2023-10-19,2023,Q4,10,October,19,42,Thursday,False
2023-10-20,2023,Q4,10,October,20,42,Friday,False
2023-10-21,2023,Q4,10,October,21,42,Saturday,True
2023-10-22,2023,Q4,10,October,22,42,Sunday,True
2023-10-23,2023,Q4,10,October,23,43,Monday,False
2023-10-24,2023,Q4,10,October,24,43,Tuesday,False
2023-10-25,2023,Q4,10,October,25,43,Wednesday,False
2023-10-26,2023,Q4,10,October,26,43,Thursday,False
2023-10-27,2023,Q4,10,October,27,43,Friday,False
2023-10-28,2023,Q4,10,October,28,43,Saturday,True
2023-10-29,2023,Q4,10,October,29,43,Sunday,True
2023-10-30,2023,Q4,10,October,30,44,Monday,False
2023-10-31,2023,Q4,10,October,31,44,Tuesday,False
2023-11-01,2023,Q4,11,November,1,44,Wednesday,False
2023-11-02,2023,Q4,11,November,2,44,Thursday,False
2023-11-03,2023,Q4,11,November,3,44,Friday,False
2023-11-04,2023,Q4,11,November,4,44,Saturday,True
2023-11-05,2023,Q4,11,November,5,44,Sunday,True
2023-11-06,2023,Q4,11,November,6,45,Monday,False
2023-11-07,2023,Q4,11,November,7,45,Tuesday,False
2023-11-08,2023,Q4,11,November,8,45,Wednesday,False
2023-11-09,2023,Q4,11,November,9,45,Thursday,False
2023-11-10,2023,Q4,11,November,10,45,Friday,False
2023-11-11,2023,Q4,11,November,11,45,Saturday,True
2023-11-12,2023,Q4,11,November,12,45,Sunday,True
2023-11-13,2023,Q4,11,November,13,46,Monday,False
2023-11-14,2023,Q4,11,November,14,46,Tuesday,False
2023-11-15,2023,Q4,11,November,15,46,Wednesday,False
2023-11-16,2023,Q4,11,November,16,46,Thursday,False
2023-11-17,2023,Q4,11,November,17,46,Friday,False
2023-11-18,2023,Q4,11,November,18,46,Saturday,True
2023-11-19,2023,Q4,11,November,19,46,Sunday,True
2023-11-20,2023,Q4,11,November,20,47,Monday,False
2023-11-21,2023,Q4,11,November,21,47,Tuesday,False
2023-11-22,2023,Q4,11,November,22,47,Wednesday,False
2023-11-23,2023,Q4,11,November,23,47,Thursday,False
2023-11-24,2023,Q4,11,November,24,47,Friday,False
2023-11-25,2023,Q4,11,November,25,47,Saturday,True
2023-11-26,2023,Q4,11,November,26,47,Sunday,True
2023-11-27,2023,Q4,11,November,27,48,Monday,False
2023-11-28,2023,Q4,11,November,28,48,Tuesday,False
2023-11-29,2023,Q4,11,November,29,48,Wednesday,False
2023-11-30,2023,Q4,11,November,30,48,Thursday,False
2023-12-01,2023,Q4,12,December,1,48,Friday,False
2023-12-02,2023,Q4,12,December,2,48,Saturday,True
2023-12-03,2023,Q4,12,December,3,48,Sunday,True
2023-12-04,2023,Q4,12,December,4,49,Monday,False
2023-12-05,2023,Q4,12,December,5,49,Tuesday,False
2023-12-06,2023,Q4,12,December,6,49,Wednesday,False
2023-12-07,2023,Q4,12,December,7,49,Thursday,False
2023-12-08,2023,Q4,12,December,8,49,Friday,False
2023-12-09,2023,Q4,12,December,9,49,Saturday,True
2023-12-10,2023,Q4,12,December,10,49,Sunday,True
2023-12-11,2023,Q4,12,December,11,50,Monday,False
2023-12-12,2023,Q4,12,December,12,50,Tuesday,False
2023-12-13,2023,Q4,12,December,13,50,Wednesday,False
2023-12-14,2023,Q4,12,December,14,50,Thursday,False
2023-12-15,2023,Q4,12,December,15,50,Friday,False
2023-12-16,2023,Q4,12,December,16,50,Saturday,True
2023-12-17,2023,Q4,12,December,17,50,Sunday,True
2023-12-18,2023,Q4,12,December,18,51,Monday,False
2023-12-19,2023,Q4,12,December,19,51,Tuesday,False
2023-12-20,2023,Q4,12,December,20,51,Wednesday,False
2023-12-21,2023,Q4,12,December,21,51,Thursday,False
2023-12-22,2023,Q4,12,December,22,51,Friday,False
2023-12-23,2023,Q4,12,December,23,51,Saturday,True
2023-12-24,2023,Q4,12,December,24,51,Sunday,True
2023-12-25,2023,Q4,12,December,25,52,Monday,False
2023-12-26,2023,Q4,12,December,26,52,Tuesday,False
2023-12-27,2023,Q4,12,December,27,52,Wednesday,False
2023-12-28,2023,Q4,12,December,28,52,Thursday,False
2023-12-29,2023,Q4,12,December,29,52,Friday,False
2023-12-30,2023,Q4,12,December,30,52,Saturday,True
2023-12-31,2023,Q4,12,December,31,52,Sunday,True
2024-01-01,2024,Q1,1,January,1,1,Monday,False
2024-01-02,2024,Q1,1,January,2,1,Tuesday,False
2024-01-03,2024,Q1,1,January,3,1,Wednesday,False
2024-01-04,2024,Q1,1,January,4,1,Thursday,False
2024-01-05,2024,Q1,1,January,5,1,Friday,False
2024-01-06,2024,Q1,1,January,6,1,Saturday,True
2024-01-07,2024,Q1,1,January,7,1,Sunday,True
2024-01-08,2024,Q1,1,January,8,2,Monday,False
2024-01-09,2024,Q1,1,January,9,2,Tuesday,False
2024-01-10,2024,Q1,1,January,10,2,Wednesday,False
2024-01-11,2024,Q1,1,January,11,2,Thursday,False
2024-01-12,2024,Q1,1,January,12,2,Friday,False
2024-01-13,2024,Q1,1,January,13,2,Saturday,True
2024-01-14,2024,Q1,1,January,14,2,Sunday,True
2024-01-15,2024,Q1,1,January,15,3,Monday,False
2024-01-16,2024,Q1,1,January,16,3,Tuesday,False
2024-01-17,2024,Q1,1,January,17,3,Wednesday,False
2024-01-18,2024,Q1,1,January,18,3,Thursday,False
2024-01-19,2024,Q1,1,January,19,3,Friday,False
2024-01-20,2024,Q1,1,January,20,3,Saturday,True
2024-01-21,2024,Q1,1,January,21,3,Sunday,True
2024-01-22,2024,Q1,1,January,22,4,Monday,False
2024-01-23,2024,Q1,1,January,23,4,Tuesday,False
2024-01-24,2024,Q1,1,January,24,4,Wednesday,False
2024-01-25,2024,Q1,1,January,25,4,Thursday,False
2024-01-26,2024,Q1,1,January,26,4,Friday,False
2024-01-27,2024,Q1,1,January,27,4,Saturday,True
2024-01-28,2024,Q1,1,January,28,4,Sunday,True
2024-01-29,2024,Q1,1,January,29,5,Monday,False
2024-01-30,2024,Q1,1,January,30,5,Tuesday,False
2024-01-31,2024,Q1,1,January,31,5,Wednesday,False
2024-02-01,2024,Q1,2,February,1,5,Thursday,False
2024-02-02,2024,Q1,2,February,2,5,Friday,False
2024-02-03,2024,Q1,2,February,3,5,Saturday,True
2024-02-04,2024,Q1,2,February,4,5,Sunday,True
2024-02-05,2024,Q1,2,February,5,6,Monday,False
2024-02-06,2024,Q1,2,February,6,6,Tuesday,False
2024-02-07,2024,Q1,2,February,7,6,Wednesday,False
2024-02-08,2024,Q1,2,February,8,6,Thursday,False
2024-02-09,2024,Q1,2,February,9,6,Friday,False
2024-02-10,2024,Q1,2,February,10,6,Saturday,True
2024-02-11,2024,Q1,2,February,11,6,Sunday,True
2024-02-12,2024,Q1,2,February,12,7,Monday,False
2024-02-13,2024,Q1,2,February,13,7,Tuesday,False
2024-02-14,2024,Q1,2,February,14,7,Wednesday,False
2024-02-15,2024,Q1,2,February,15,7,Thursday,False
2024-02-16,2024,Q1,2,February,16,7,Friday,False
2024-02-17,2024,Q1,2,February,17,7,Saturday,True
2024-02-18,2024,Q1,2,February,18,7,Sunday,True
2024-02-19,2024,Q1,2,February,19,8,Monday,False
2024-02-20,2024,Q1,2,February,20,8,Tuesday,False
2024-02-21,2024,Q1,2,February,21,8,Wednesday,False
2024-02-22,2024,Q1,2,February,22,8,Thursday,False
2024-02-23,2024,Q1,2,February,23,8,Friday,False
2024-02-24,2024,Q1,2,February,24,8,Saturday,True
2024-02-25,2024,Q1,2,February,25,8,Sunday,True
2024-02-26,2024,Q1,2,February,26,9,Monday,False
2024-02-27,2024,Q1,2,February,27,9,Tuesday,False
2024-02-28,2024,Q1,2,February,28,9,Wednesday,False
2024-02-29,2024,Q1,2,February,29,9,Thursday,False
2024-03-01,2024,Q1,3,March,1,9,Friday,False
2024-03-02,2024,Q1,3,March,2,9,Saturday,True
2024-03-03,2024,Q1,3,March,3,9,Sunday,True
2024-03-04,2024,Q1,3,March,4,10,Monday,False
2024-03-05,2024,Q1,3,March,5,10,Tuesday,False
2024-03-06,2024,Q1,3,March,6,10,Wednesday,False
2024-03-07,2024,Q1,3,March,7,10,Thursday,False
2024-03-08,2024,Q1,3,March,8,10,Friday,False
2024-03-09,2024,Q1,3,March,9,10,Saturday,True
2024-03-10,2024,Q1,3,March,10,10,Sunday,True
2024-03-11,2024,Q1,3,March,11,11,Monday,False
2024-03-12,2024,Q1,3,March,12,11,Tuesday,False
2024-03-13,2024,Q1,3,March,13,11,Wednesday,False
2024-03-14,2024,Q1,3,March,14,11,Thursday,False
2024-03-15,2024,Q1,3,March,15,11,Friday,False
2024-03-16,2024,Q1,3,March,16,11,Saturday,True
2024-03-17,2024,Q1,3,March,17,11,Sunday,True
2024-03-18,2024,Q1,3,March,18,12,Monday,False
2024-03-19,2024,Q1,3,March,19,12,Tuesday,False
2024-03-20,2024,Q1,3,March,20,12,Wednesday,False
2024-03-21,2024,Q1,3,March,21,12,Thursday,False
2024-03-22,2024,Q1,3,March,22,12,Friday,False
2024-03-23,2024,Q1,3,March,23,12,Saturday,True
2024-03-24,2024,Q1,3,March,24,12,Sunday,True
2024-03-25,2024,Q1,3,March,25,13,Monday,False
2024-03-26,2024,Q1,3,March,26,13,Tuesday,False
2024-03-27,2024,Q1,3,March,27,13,Wednesday,False
2024-03-28,2024,Q1,3,March,28,13,Thursday,False
2024-03-29,2024,Q1,3,March,29,13,Friday,False
2024-03-30,2024,Q1,3,March,30,13,Saturday,True
2024-03-31,2024,Q1,3,March,31,13,Sunday,True
2024-04-01,2024,Q2,4,April,1,14,Monday,False
2024-04-02,2024,Q2,4,April,2,14,Tuesday,False
2024-04-03,2024,Q2,4,April,3,14,Wednesday,False
2024-04-04,2024,Q2,4,April,4,14,Thursday,False
2024-04-05,2024,Q2,4,April,5,14,Friday,False
2024-04-06,2024,Q2,4,April,6,14,Saturday,True
2024-04-07,2024,Q2,4,April,7,14,Sunday,True
2024-04-08,2024,Q2,4,April,8,15,Monday,False
2024-04-09,2024,Q2,4,April,9,15,Tuesday,False
2024-04-10,2024,Q2,4,April,10,15,Wednesday,False
2024-04-11,2024,Q2,4,April,11,15,Thursday,False
2024-04-12,2024,Q2,4,April,12,15,Friday,False
2024-04-13,2024,Q2,4,April,13,15,Saturday,True
2024-04-14,2024,Q2,4,April,14,15,Sunday,True
2024-04-15,2024,Q2,4,April,15,16,Monday,False
2024-04-16,2024,Q2,4,April,16,16,Tuesday,False
2024-04-17,2024,Q2,4,April,17,16,Wednesday,False
2024-04-18,2024,Q2,4,April,18,16,Thursday,False
2024-04-19,2024,Q2,4,April,19,16,Friday,False
2024-04-20,2024,Q2,4,April,20,16,Saturday,True
2024-04-21,2024,Q2,4,April,21,16,Sunday,True
2024-04-22,2024,Q2,4,April,22,17,Monday,False
2024-04-23,2024,Q2,4,April,23,17,Tuesday,False
