Delivery_ID,Order_ID,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delivery_Region,Delivery_Accuracy_Flag,Damage_Flag,Carrier_ID
DLV0000143,ORD0000149,2023-10-18,2023-10-23,2023-10-27,Delivered,East,Y,N,CAR11
DLV0000144,ORD0000150,2023-10-18,2023-10-23,2023-10-22,Delivered,East,Y,N,CAR08
DLV0000145,ORD0000151,2023-11-22,2023-11-27,2023-11-26,Delivered,East,Y,N,CAR11
DLV0000146,ORD0000152,2024-01-10,2024-01-15,2024-01-19,Delivered,East,Y,N,CAR03
DLV0000147,ORD0000153,2024-03-02,2024-03-07,2024-03-08,Delivered,East,Y,N,CAR13
DLV0000148,ORD0000154,2024-05-03,2024-05-08,2024-05-09,Delivered,East,Y,N,CAR01
DLV0000149,ORD0000155,2024-07-31,2024-08-05,2024-08-04,Delivered,East,Y,N,CAR09
DLV0000150,ORD0000156,2024-10-09,2024-10-14,2024-11-01,Delivered,East,Y,N,CAR14
DLV0000151,ORD0000158,2024-10-16,2024-10-21,2024-10-22,Delivered,East,Y,N,CAR11
DLV0000152,ORD0000159,2023-01-20,2023-01-24,2023-01-30,Delivered,South,Y,N,CAR15
DLV0000153,ORD0000160,2023-01-24,2023-01-28,2023-01-27,Delivered,South,Y,N,CAR09
DLV0000154,ORD0000161,2023-01-30,2023-02-03,2023-02-03,Delivered,South,Y,N,CAR07
DLV0000155,ORD0000162,2023-02-02,2023-02-06,2023-02-06,Delivered,South,Y,N,CAR01
DLV0000156,ORD0000163,2023-02-10,2023-02-14,2023-02-13,Delivered,South,Y,N,CAR15
DLV0000157,ORD0000164,2023-02-15,2023-02-19,2023-02-19,Delivered,South,Y,N,CAR11
DLV0000158,ORD0000165,2023-02-17,2023-02-21,2023-02-21,Delivered,South,Y,N,CAR04
DLV0000159,ORD0000166,2023-02-23,2023-02-27,2023-02-26,Delivered,South,Y,N,CAR06
DLV0000160,ORD0000167,2023-02-26,2023-03-02,2023-03-03,Delivered,South,Y,N,CAR03
DLV0000161,ORD0000168,2023-03-08,2023-03-12,2023-03-13,Delivered,South,Y,N,CAR12
DLV0000162,ORD0000169,2023-03-09,2023-03-13,2023-03-24,Delivered,South,Y,N,CAR13
DLV0000163,ORD0000170,2023-03-15,2023-03-19,2023-03-21,Delivered,South,Y,N,CAR07
DLV0000164,ORD0000171,2023-03-31,2023-04-04,2023-04-03,Delivered,South,Y,N,CAR05
DLV0000165,ORD0000172,2023-04-22,2023-04-26,2023-04-28,Delivered,South,Y,N,CAR06
DLV0000166,ORD0000173,2023-04-29,2023-05-03,2023-05-03,Delivered,South,Y,N,CAR02
DLV0000167,ORD0000174,2023-05-07,2023-05-11,2023-05-15,Delivered,South,Y,N,CAR09
DLV0000168,ORD0000175,2023-06-13,2023-06-17,2023-06-27,Delivered,South,Y,N,CAR09
DLV0000169,ORD0000176,2023-06-18,2023-06-22,2023-06-22,Delivered,South,Y,N,CAR05
DLV0000170,ORD0000177,2023-08-05,2023-08-09,2023-08-09,Delivered,South,Y,N,CAR03
DLV0000171,ORD0000178,2023-08-08,2023-08-12,2023-08-10,Delivered,South,Y,N,CAR15
DLV0000172,ORD0000179,2023-09-06,2023-09-10,2023-09-10,Delivered,South,Y,N,CAR12
DLV0000173,ORD0000180,2023-09-09,2023-09-13,2023-09-13,Delivered,South,Y,N,CAR07
DLV0000174,ORD0000181,2023-09-16,2023-09-20,2023-09-21,Delivered,South,Y,N,CAR04
DLV0000175,ORD0000182,2023-09-29,2023-10-03,2023-10-03,Delivered,South,Y,N,CAR05
DLV0000176,ORD0000183,2023-10-16,,2023-10-20,Delivered,South,Y,N,CAR10
DLV0000177,ORD0000184,2023-10-16,2023-10-20,2023-10-22,Delivered,South,Y,N,CAR03
DLV0000178,ORD0000185,2023-11-25,,2023-11-28,Delivered,South,Y,N,CAR08
DLV0000179,ORD0000186,2023-12-15,2023-12-19,2023-12-18,Delivered,South,Y,N,CAR02
DLV0000180,ORD0000187,2023-12-23,2023-12-27,2023-12-26,Delivered,South,Y,N,CAR15
DLV0000181,ORD0000188,2024-01-14,2024-01-18,2024-01-21,Delivered,South,Y,N,CAR15
DLV0000182,ORD0000189,2024-01-15,2024-01-19,2024-01-19,Delivered,South,Y,N,CAR01
DLV0000183,ORD0000190,2024-01-20,2024-01-24,2024-02-09,Delivered,South,Y,N,CAR13
DLV0000184,ORD0000191,2024-02-14,2024-02-18,2024-02-17,Delivered,South,Y,N,CAR10
DLV0000185,ORD0000192,2024-02-23,2024-02-27,2024-02-26,Delivered,South,Y,N,CAR09
DLV0000186,ORD0000193,2024-03-01,2024-03-05,2024-03-04,Delivered,South,Y,N,CAR15
DLV0000187,ORD0000194,2024-03-11,2024-03-15,2024-04-05,Delivered,South,Y,N,CAR06
DLV0000188,ORD0000195,2024-04-29,2024-05-03,2024-05-03,Delivered,South,Y,N,CAR11
DLV0000189,ORD0000196,2024-05-02,2024-05-06,2024-05-05,Delivered,South,Y,N,CAR10
DLV0000190,ORD0000197,2024-05-02,2024-05-06,2024-05-06,Delivered,South,Y,N,CAR03
DLV0000191,ORD0000198,2024-05-16,2024-05-20,2024-05-22,Delivered,South,Y,N,CAR09
DLV0000192,ORD0000199,2024-05-28,2024-06-01,2024-06-02,Delivered,South,Y,N,CAR12
DLV0000193,ORD0000200,2024-07-18,2024-07-22,2024-07-28,Delivered,South,Y,N,CAR07
DLV0000194,ORD0000201,2024-07-31,2024-08-04,2024-08-02,Delivered,South,Y,N,CAR07
DLV0000195,ORD0000202,2024-09-27,2024-10-01,2024-09-30,Delivered,South,Y,N,CAR07
DLV0000196,ORD0000203,2024-10-17,2024-10-21,2024-10-31,Delivered,South,Y,N,CAR08
DLV0000197,ORD0000204,2024-10-21,2024-10-25,2024-10-24,Delivered,South,Y,N,CAR05
DLV0000198,ORD0000205,2024-11-07,2024-11-11,2024-11-14,Delivered,South,Y,N,CAR07
DLV0000199,ORD0000206,2024-11-16,2024-11-20,2024-11-20,Delivered,South,Y,N,CAR12
DLV0000200,ORD0000207,2024-11-17,2024-11-21,2024-11-20,Delivered,South,Y,N,CAR04
DLV0000201,ORD0000208,2024-12-11,2024-12-15,2024-12-13,Delivered,South,Y,N,CAR02
DLV0000202,ORD0000209,2024-12-14,2024-12-18,2024-12-22,Delivered,South,Y,N,CAR01
DLV0000203,ORD0000210,2023-02-10,2023-02-13,2023-02-11,Delivered,North,Y,N,CAR12
DLV0000204,ORD0000211,2023-03-25,2023-03-28,2023-03-28,Delivered,North,Y,N,CAR13
DLV0000205,ORD0000212,2023-03-26,2023-03-29,2023-03-29,Delivered,North,Y,N,CAR13
DLV0000206,ORD0000213,2023-04-14,2023-04-17,2023-04-16,Delivered,North,Y,N,CAR15
DLV0000207,ORD0000214,2023-05-30,2023-06-02,2023-06-05,Delivered,North,Y,N,CAR06
DLV0000208,ORD0000215,2023-07-18,2023-07-21,2023-07-19,Delivered,North,Y,N,CAR14
DLV0000209,ORD0000216,2023-07-21,2023-07-24,2023-07-28,Delivered,North,Y,N,CAR09
DLV0000210,ORD0000217,2023-08-06,2023-08-09,2023-08-18,Delivered,North,Y,N,CAR15
DLV0000211,ORD0000218,2023-10-04,2023-10-07,2023-10-06,Delivered,North,Y,N,CAR04
DLV0000212,ORD0000219,2023-11-06,2023-11-09,2023-11-08,Delivered,North,Y,N,CAR14
DLV0000213,ORD0000220,2023-11-12,2023-11-15,2023-11-15,Delivered,North,Y,N,CAR08
DLV0000214,ORD0000221,2023-12-17,2023-12-20,2023-12-22,Delivered,North,Y,N,CAR13
DLV0000215,ORD0000222,2024-01-17,2024-01-20,2024-01-20,Delivered,North,Y,N,CAR02
DLV0000216,ORD0000223,2024-01-26,2024-01-29,2024-02-05,Delivered,North,Y,N,CAR05
DLV0000217,ORD0000224,2024-02-21,2024-02-24,2024-02-26,Delivered,North,Y,N,CAR03
DLV0000218,ORD0000225,2024-04-19,2024-04-22,2024-04-21,Delivered,North,Y,N,CAR05
DLV0000219,ORD0000226,2024-05-06,2024-05-09,2024-05-08,Delivered,North,Y,N,CAR01
DLV0000220,ORD0000227,2024-05-11,2024-05-14,2024-05-14,Delivered,North,Y,N,CAR08
DLV0000221,ORD0000228,2024-05-11,2024-05-14,2024-05-13,Delivered,North,Y,N,CAR06
DLV0000222,ORD0000229,2024-05-25,2024-05-28,2024-05-29,Delivered,North,Y,N,CAR12
DLV0000223,ORD0000230,2024-05-31,2024-06-03,2024-06-02,Delivered,North,Y,N,CAR04
DLV0000224,ORD0000231,2024-07-11,2024-07-14,2024-07-14,Delivered,North,N,N,CAR07
DLV0000225,ORD0000232,2024-07-30,2024-08-02,2024-08-02,Delivered,North,Y,N,CAR04
DLV0000226,ORD0000233,2024-08-21,2024-08-24,2024-08-23,Delivered,North,Y,N,CAR01
DLV0000227,ORD0000234,2024-10-25,2024-10-28,2024-11-04,Delivered,North,Y,N,CAR02
DLV0000228,ORD0000235,2024-11-26,2024-11-29,2024-11-29,Delivered,North,Y,N,CAR05
DLV0000229,ORD0000236,2023-01-27,2023-02-01,2023-02-03,Delivered,East,Y,N,CAR02
DLV0000230,ORD0000237,2023-02-01,2023-02-06,2023-02-05,Delivered,East,Y,N,CAR09
DLV0000231,ORD0000238,2023-02-27,2023-03-04,2023-03-09,Delivered,East,Y,N,CAR03
DLV0000232,ORD0000239,2023-03-21,2023-03-26,2023-03-25,Delivered,East,Y,N,CAR02
DLV0000233,ORD0000240,2023-03-24,2023-03-29,2023-03-31,Delivered,East,Y,N,CAR08
DLV0000234,ORD0000241,2023-03-31,2023-04-05,2023-04-03,Delivered,East,Y,N,CAR07
DLV0000235,ORD0000242,2023-05-07,2023-05-12,2023-05-11,Delivered,East,Y,N,CAR15
DLV0000236,ORD0000243,2023-05-18,2023-05-23,2023-05-25,Delivered,East,Y,N,CAR08
DLV0000237,ORD0000244,2023-06-16,2023-06-21,2023-06-22,Delivered,East,Y,N,CAR08
DLV0000238,ORD0000245,2023-06-21,2023-06-26,2023-06-26,Delivered,East,Y,N,CAR05
DLV0000239,ORD0000246,2023-06-26,2023-07-01,2023-07-08,Delivered,East,Y,N,CAR02
DLV0000240,ORD0000247,2023-07-16,2023-07-21,2023-07-20,Delivered,East,Y,N,CAR05
DLV0000241,ORD0000248,2023-07-19,2023-07-24,2023-07-24,Delivered,East,Y,N,CAR01
DLV0000242,ORD0000249,2023-08-06,2023-08-11,2023-08-11,Delivered,East,Y,N,CAR06
DLV0000243,ORD0000250,2023-08-10,2023-08-15,2023-08-15,Delivered,East,Y,N,CAR04
DLV0000244,ORD0000251,2023-09-26,2023-10-01,2023-09-29,Delivered,East,Y,N,CAR05
DLV0000245,ORD0000252,2023-11-06,2023-11-11,2023-11-10,Delivered,East,Y,N,CAR06
DLV0000246,ORD0000253,2023-12-27,2024-01-01,2024-01-13,Delivered,East,Y,N,CAR06
DLV0000247,ORD0000254,2023-12-30,2024-01-04,2024-01-07,Delivered,East,Y,N,CAR11
DLV0000248,ORD0000255,2024-01-09,2024-01-14,2024-01-14,Delivered,East,Y,Y,CAR02
DLV0000249,ORD0000256,2024-01-16,2024-01-21,2024-01-21,Delivered,East,Y,N,CAR04
DLV0000250,ORD0000257,2024-01-30,2024-02-04,2024-02-10,Delivered,East,Y,N,CAR03
DLV0000251,ORD0000258,2024-02-23,2024-02-28,2024-03-02,Delivered,East,Y,N,CAR12
DLV0000252,ORD0000259,2024-02-28,2024-03-04,2024-03-08,Delivered,East,Y,N,CAR01
DLV0000253,ORD0000260,2024-04-18,2024-04-23,2024-04-27,Delivered,East,Y,N,CAR15
DLV0000254,ORD0000261,2024-08-12,2024-08-17,2024-08-17,Delivered,East,Y,N,CAR07
DLV0000255,ORD0000262,2024-09-04,2024-09-09,2024-09-22,Delivered,East,Y,N,CAR08
DLV0000256,ORD0000263,2024-09-21,2024-09-26,2024-09-25,Delivered,East,Y,N,CAR10
DLV0000257,ORD0000264,2024-09-25,2024-09-30,2024-09-29,Delivered,East,Y,N,CAR05
DLV0000258,ORD0000265,2024-10-04,2024-10-09,2024-10-11,Delivered,East,Y,N,CAR12
DLV0000259,ORD0000266,2024-10-10,2024-10-15,2024-10-14,Delivered,East,Y,N,CAR14
DLV0000260,ORD0000267,2024-10-13,2024-10-18,2024-10-18,Delivered,East,Y,N,CAR04
DLV0000261,ORD0000268,2024-10-28,2024-11-02,2024-11-01,Delivered,East,Y,N,CAR14
DLV0000262,ORD0000269,2024-11-15,2024-11-20,2024-11-21,Delivered,East,Y,N,CAR02
DLV0000263,ORD0000270,2024-11-20,2024-11-25,2024-11-23,Delivered,East,Y,N,CAR01
DLV0000264,ORD0000271,2023-01-02,2023-01-07,2023-01-06,Delivered,East,Y,N,CAR10
DLV0000265,ORD0000272,2023-01-21,2023-01-26,2023-02-03,Delivered,East,Y,N,CAR07
