Customer_ID,Customer_Name,Customer_Segment,Customer_Location
C00284,Customer_00284,Retail,Lucknow
C00285,Customer_00285,Retail,Pune
C00286,Customer_00286,Retail,Kolkata
C00287,Customer_00287,Retail,Jaipur
C00288,Customer_00288,Online,Chennai
C00289,Customer_00289,Corporate,Raipur
C00290,Customer_00290,Online,Raipur
C00291,Customer_00291,Online,Kolkata
C00292,Customer_00292,Online,Lucknow
C00293,Customer_00293,Online,Pune
C00294,Customer_00294,Retail,Lucknow
C00295,Customer_00295,Corporate,Nagpur
C00296,Customer_00296,Online,Guwahati
C00297,Customer_00297,Online,Hyderabad
C00298,Customer_00298,Retail,Jaipur
C00299,Customer_00299,Wholesale,Raipur
C00300,Customer_00300,Wholesale,Surat
C00301,Customer_00301,Online,Guwahati
C00302,Customer_00302,Wholesale,Bengaluru
C00303,Customer_00303,Retail,Jaipur
C00304,Customer_00304,Corporate,Ahmedabad
C00305,Customer_00305,Retail,Chennai
C00306,Customer_00306,Wholesale,Indore
C00307,Customer_00307,Retail,Raipur
C00308,Customer_00308,Online,Ahmedabad
C00309,Customer_00309,Corporate,Raipur
C00310,Customer_00310,Retail,Guwahati
C00311,Customer_00311,Online,Pune
C00312,Customer_00312,Retail,Bhopal
C00313,Customer_00313,Corporate,Lucknow
C00314,Customer_00314,Online,Indore
C00315,Customer_00315,Online,Bhubaneswar
C00316,Customer_00316,Retail,Kochi
C00317,Customer_00317,Corporate,Hyderabad
C00318,Customer_00318,Online,Indore
C00319,Customer_00319,Retail,Bengaluru
C00320,Customer_00320,Online,Indore
C00321,Customer_00321,Retail,Patna
C00322,Customer_00322,Online,Bengaluru
C00323,Customer_00323,Retail,Delhi
C00324,Customer_00324,Online,Nagpur
C00325,Customer_00325,Wholesale,Chennai
C00326,Customer_00326,Retail,Bhubaneswar
C00327,Customer_00327,Retail,Guwahati
C00328,Customer_00328,Retail,Lucknow
C00329,Customer_00329,Wholesale,Bhubaneswar
C00330,Customer_00330,Retail,Guwahati
C00331,Customer_00331,Online,Kochi
C00332,Customer_00332,Retail,Raipur
C00333,Customer_00333,Retail,Mumbai
C00334,Customer_00334,Online,Kolkata
C00335,Customer_00335,Retail,Patna
C00336,Customer_00336,Corporate,Ahmedabad
C00337,Customer_00337,Online,Guwahati
C00338,Customer_00338,Online,Hyderabad
C00339,Customer_00339,Online,Bengaluru
C00340,Customer_00340,Online,Pune
C00341,Customer_00341,Retail,Guwahati
C00342,Customer_00342,Retail,Patna
C00343,Customer_00343,Retail,Raipur
C00344,Customer_00344,Online,Patna
C00345,Customer_00345,Retail,Bengaluru
C00346,Customer_00346,Online,Lucknow
C00347,Customer_00347,Corporate,Jaipur
C00348,Customer_00348,Online,Jaipur
C00349,Customer_00349,Wholesale,Jaipur
C00350,Customer_00350,Retail,Bhubaneswar
C00351,Customer_00351,Online,Kolkata
C00352,Customer_00352,Online,Nagpur
C00353,Customer_00353,Retail,Patna
C00354,Customer_00354,Retail,Delhi
C00355,Customer_00355,Corporate,Ahmedabad
C00356,Customer_00356,Online,Ahmedabad
C00357,Customer_00357,Online,Hyderabad
C00358,Customer_00358,Online,Kochi
C00359,Customer_00359,Online,Patna
C00360,Customer_00360,Wholesale,Pune
C00361,Customer_00361,Wholesale,Delhi
C00362,Customer_00362,Retail,Chandigarh
C00363,Customer_00363,Wholesale,Jaipur
C00364,Customer_00364,Online,Bhubaneswar
C00365,Customer_00365,Online,Patna
C00366,Customer_00366,Online,Nagpur
C00367,Customer_00367,Wholesale,Jaipur
C00368,Customer_00368,Online,Delhi
C00369,Customer_00369,Online,Bhubaneswar
C00370,Customer_00370,Online,Patna
C00371,Customer_00371,Online,Bhopal
C00372,Customer_00372,Retail,Bhopal
C00373,Customer_00373,Wholesale,Bengaluru
C00374,Customer_00374,Retail,Ahmedabad
C00375,Customer_00375,Retail,Lucknow
C00376,Customer_00376,Wholesale,Delhi
C00377,Customer_00377,Online,Bhopal
C00378,Customer_00378,Corporate,Indore
C00379,Customer_00379,Online,Kochi
C00380,Customer_00380,Online,Surat
C00381,Customer_00381,Wholesale,Kochi
C00382,Customer_00382,Online,Pune
C00383,Customer_00383,Retail,Chandigarh
C00384,Customer_00384,Retail,Chennai
C00385,Customer_00385,Retail,Indore
C00386,Customer_00386,Wholesale,Kochi
C00387,Customer_00387,Retail,Chennai
C00388,Customer_00388,Retail,Delhi
C00389,Customer_00389,Retail,Raipur
C00390,Customer_00390,Corporate,Raipur
C00391,Customer_00391,Retail,Kolkata
C00392,Customer_00392,Wholesale,Kolkata
C00393,Customer_00393,Retail,Bhubaneswar
C00394,Customer_00394,Online,Chandigarh
C00395,Customer_00395,Retail,Bengaluru
C00396,Customer_00396,Retail,Bhopal
C00397,Customer_00397,Wholesale,Nagpur
C00398,Customer_00398,Retail,Chennai
C00399,Customer_00399,Retail,Raipur
C00400,Customer_00400,Retail,Hyderabad
C00401,Customer_00401,Retail,Lucknow
C00402,Customer_00402,Retail,Lucknow
C00403,Customer_00403,Retail,Lucknow
C00404,Customer_00404,Online,Bengaluru
C00405,Customer_00405,Online,Kochi
C00406,Customer_00406,Wholesale,Pune
C00407,Customer_00407,Retail,Bhopal
C00408,Customer_00408,Corporate,Bhopal
C00409,Customer_00409,Retail,Ahmedabad
C00410,Customer_00410,Retail,Ahmedabad
C00411,Customer_00411,Online,Jaipur
C00412,Customer_00412,Retail,Mumbai
C00413,Customer_00413,Retail,Hyderabad
C00414,Customer_00414,Wholesale,Bhubaneswar
C00415,Customer_00415,Online,Hyderabad
C00416,Customer_00416,Wholesale,Mumbai
C00417,Customer_00417,Online,Nagpur
C00418,Customer_00418,Corporate,Chennai
C00419,Customer_00419,Retail,Raipur
C00420,Customer_00420,Retail,Kochi
C00421,Customer_00421,Retail,Raipur
C00422,Customer_00422,Wholesale,Bengaluru
C00423,Customer_00423,Wholesale,Bhopal
C00424,Customer_00424,Corporate,Bhubaneswar
C00425,Customer_00425,Online,Jaipur
C00426,Customer_00426,Online,Bengaluru
C00427,Customer_00427,Retail,Guwahati
C00428,Customer_00428,Online,Delhi
C00429,Customer_00429,Corporate,Hyderabad
C00430,Customer_00430,Online,Patna
C00431,Customer_00431,Retail,Bhubaneswar
C00432,Customer_00432,Online,Guwahati
C00433,Customer_00433,Retail,Mumbai
C00434,Customer_00434,Retail,Nagpur
C00435,Customer_00435,Retail,Chandigarh
C00436,Customer_00436,Online,Indore
C00437,Customer_00437,Online,Nagpur
C00438,Customer_00438,Retail,Bhopal
C00439,Customer_00439,Retail,Kolkata
C00440,Customer_00440,Wholesale,Nagpur
C00441,Customer_00441,Retail,Pune
C00442,Customer_00442,Retail,Bengaluru
C00443,Customer_00443,Wholesale,Guwahati
C00444,Customer_00444,Online,Delhi
C00445,Customer_00445,Retail,Kochi
C00446,Customer_00446,Retail,Bengaluru
C00447,Customer_00447,Retail,Kochi
C00448,Customer_00448,Corporate,Indore
C00449,Customer_00449,Online,Raipur
C00450,Customer_00450,Online,Guwahati
C00451,Customer_00451,Retail,Bhopal
C00452,Customer_00452,Online,Bhopal
C00453,Customer_00453,Retail,Raipur
C00454,Customer_00454,Online,Patna
C00455,Customer_00455,Corporate,Patna
C00456,Customer_00456,Online,Mumbai
C00457,Customer_00457,Online,Mumbai
C00458,Customer_00458,Online,Ahmedabad
C00459,Customer_00459,Retail,Mumbai
C00460,Customer_00460,Corporate,Bengaluru
C00461,Customer_00461,Retail,Chennai
C00462,Customer_00462,Wholesale,Ahmedabad
C00463,Customer_00463,Retail,Surat
C00464,Customer_00464,Retail,Lucknow
C00465,Customer_00465,Wholesale,Bengaluru
C00466,Customer_00466,Retail,Chandigarh
C00467,Customer_00467,Wholesale,Lucknow
C00468,Customer_00468,Online,Raipur
C00469,Customer_00469,Retail,Kolkata
C00470,Customer_00470,Retail,Kochi
C00471,Customer_00471,Online,Pune
C00472,Customer_00472,Retail,Surat
C00473,Customer_00473,Online,Patna
C00474,Customer_00474,Online,Bengaluru
C00475,Customer_00475,Online,Mumbai
C00476,Customer_00476,Online,Ahmedabad
C00477,Customer_00477,Wholesale,Indore
C00478,Customer_00478,Online,Lucknow
C00479,Customer_00479,Retail,Surat
C00480,Customer_00480,Retail,Bengaluru
C00481,Customer_00481,Online,Guwahati
C00482,Customer_00482,Wholesale,Bhopal
C00483,Customer_00483,Online,Kochi
C00484,Customer_00484,Online,Bhopal
C00485,Customer_00485,Online,Jaipur
C00486,Customer_00486,Corporate,Pune
C00487,Customer_00487,Wholesale,Bengaluru
C00488,Customer_00488,Retail,Kolkata
C00489,Customer_00489,Online,Lucknow
C00490,Customer_00490,Retail,Delhi
C00491,Customer_00491,Online,Raipur
C00492,Customer_00492,Online,Lucknow
C00493,Customer_00493,Online,Chennai
C00494,Customer_00494,Retail,Nagpur
C00495,Customer_00495,Retail,Jaipur
C00496,Customer_00496,Wholesale,Guwahati
C00497,Customer_00497,Retail,Kochi
C00498,Customer_00498,Online,Kolkata
C00499,Customer_00499,Retail,Bhubaneswar
C00500,Customer_00500,Retail,Indore
C00501,Customer_00501,Retail,Ahmedabad
C00502,Customer_00502,Online,Indore
C00503,Customer_00503,Online,Kochi
C00504,Customer_00504,Retail,Kochi
C00505,Customer_00505,Retail,Bhopal
C00506,Customer_00506,Wholesale,Mumbai
C00507,Customer_00507,Retail,Nagpur
C00508,Customer_00508,Online,Hyderabad
C00509,Customer_00509,Online,Pune
C00510,Customer_00510,Retail,Chennai
C00511,Customer_00511,Retail,Surat
C00512,Customer_00512,Corporate,Mumbai
C00513,Customer_00513,Wholesale,Nagpur
C00514,Customer_00514,Online,Bhopal
C00515,Customer_00515,Retail,Raipur
C00516,Customer_00516,Wholesale,Mumbai
C00517,Customer_00517,Retail,Ahmedabad
C00518,Customer_00518,Wholesale,Kochi
C00519,Customer_00519,Corporate,Patna
C00520,Customer_00520,Retail,Indore
C00521,Customer_00521,Retail,Kochi
C00522,Customer_00522,Retail,Kochi
C00523,Customer_00523,Retail,Lucknow
C00524,Customer_00524,Retail,Nagpur
C00525,Customer_00525,Retail,Kochi
C00526,Customer_00526,Online,Chandigarh
C00527,Customer_00527,Wholesale,Raipur
C00528,Customer_00528,Retail,Ahmedabad
C00529,Customer_00529,Corporate,Chandigarh
C00530,Customer_00530,Retail,Mumbai
C00531,Customer_00531,Corporate,Patna
C00532,Customer_00532,Retail,Guwahati
C00533,Customer_00533,Online,Patna
C00534,Customer_00534,Online,Patna
C00535,Customer_00535,Online,Chennai
C00536,Customer_00536,Corporate,Patna
C00537,Customer_00537,Retail,Bengaluru
C00538,Customer_00538,Corporate,Kochi
C00539,Customer_00539,Retail,Nagpur
C00540,Customer_00540,Retail,Kochi
C00541,Customer_00541,Retail,Kochi
C00542,Customer_00542,Wholesale,Patna
C00543,Customer_00543,Retail,Bengaluru
C00544,Customer_00544,Online,Surat
C00545,Customer_00545,Wholesale,Guwahati
C00546,Customer_00546,Online,Jaipur
C00547,Customer_00547,Online,Bhubaneswar
C00548,Customer_00548,Wholesale,Hyderabad
C00549,Customer_00549,Retail,Surat
C00550,Customer_00550,Retail,Bhubaneswar
C00551,Customer_00551,Retail,Surat
C00552,Customer_00552,Retail,Delhi
C00553,Customer_00553,Retail,Jaipur
C00554,Customer_00554,Retail,Raipur
C00555,Customer_00555,Corporate,Raipur
C00556,Customer_00556,Online,Guwahati
C00557,Customer_00557,Retail,Nagpur
C00558,Customer_00558,Online,Surat
C00559,Customer_00559,Retail,Bhopal
C00560,Customer_00560,Wholesale,Ahmedabad
C00561,Customer_00561,Online,Indore
C00562,Customer_00562,Wholesale,Bhopal
C00563,Customer_00563,Wholesale,Raipur
C00564,Customer_00564,Corporate,Chennai
C00565,Customer_00565,Online,
C00566,Customer_00566,Online,Bhopal
C00567,Customer_00567,Online,Ahmedabad
C00568,Customer_00568,Online,Guwahati
C00569,Customer_00569,Retail,Chandigarh
C00570,Customer_00570,Retail,Chennai
C00571,Customer_00571,Retail,Raipur
C00572,Customer_00572,Wholesale,Jaipur
C00573,Customer_00573,Wholesale,Bengaluru
C00574,Customer_00574,Retail,Guwahati
C00575,Customer_00575,Corporate,Mumbai
C00576,Customer_00576,Corporate,Indore
C00577,Customer_00577,Online,Guwahati
C00578,Customer_00578,Wholesale,Bengaluru
C00579,Customer_00579,Online,Raipur
C00580,Customer_00580,Retail,Delhi
C00581,Customer_00581,Online,Mumbai
C00582,Customer_00582,Retail,Hyderabad
C00583,Customer_00583,Online,Pune
C00584,Customer_00584,Retail,Nagpur
C00585,Customer_00585,Online,Kolkata
C00586,Customer_00586,Corporate,Surat
C00587,Customer_00587,Retail,Delhi
C00588,Customer_00588,Wholesale,Chennai
C00589,Customer_00589,Corporate,Lucknow
C00590,Customer_00590,Wholesale,Ahmedabad
C00591,Customer_00591,Online,Patna
C00592,Customer_00592,Online,Kolkata
C00593,Customer_00593,Retail,Delhi
C00594,Customer_00594,Retail,Indore
C00595,Customer_00595,Retail,Bhopal
C00596,Customer_00596,Online,Patna
C00597,Customer_00597,Retail,Jaipur
C00598,Customer_00598,Wholesale,Jaipur
C00599,Customer_00599,Wholesale,Lucknow
C00600,Customer_00600,Online,Ahmedabad
C00601,Customer_00601,Online,Nagpur
C00602,Customer_00602,Corporate,Raipur
C00603,Customer_00603,Wholesale,Ahmedabad
C00604,Customer_00604,Online,Hyderabad
C00605,Customer_00605,Online,Ahmedabad
C00606,Customer_00606,Online,Delhi
C00607,Customer_00607,Corporate,Surat
C00608,Customer_00608,Retail,Chandigarh
C00609,Customer_00609,Retail,Guwahati
C00610,Customer_00610,Online,Chandigarh
C00611,Customer_00611,Wholesale,Nagpur
C00612,Customer_00612,Online,Surat
C00613,Customer_00613,Online,Jaipur
C00614,Customer_00614,Retail,Kochi
C00615,Customer_00615,Online,Patna
C00616,Customer_00616,Wholesale,Chennai
C00617,Customer_00617,Wholesale,Kochi
C00618,Customer_00618,Online,Bengaluru
C00619,Customer_00619,Corporate,Bhubaneswar
C00620,Customer_00620,Retail,Kolkata
C00621,Customer_00621,Wholesale,Guwahati
C00622,Customer_00622,Online,Patna
C00623,Customer_00623,Online,Bengaluru
C00624,Customer_00624,Online,Raipur
C00625,Customer_00625,Retail,Indore
C00626,Customer_00626,Retail,Guwahati
C00627,Customer_00627,Retail,Pune
C00628,Customer_00628,Online,Chandigarh
C00629,Customer_00629,Retail,Surat
C00630,Customer_00630,Retail,Surat
C00631,Customer_00631,Corporate,Mumbai
C00632,Customer_00632,Retail,Nagpur
C00633,Customer_00633,Corporate,Lucknow
C00634,Customer_00634,Online,Pune
C00635,Customer_00635,Online,Patna
C00636,Customer_00636,Retail,Indore
C00637,Customer_00637,Retail,Kolkata
C00638,Customer_00638,Online,Guwahati
C00639,Customer_00639,Online,Pune
C00640,Customer_00640,Online,Kolkata
C00641,Customer_00641,Retail,Delhi
C00642,Customer_00642,Online,Guwahati
C00643,Customer_00643,Online,Pune
C00644,Customer_00644,Online,Bhubaneswar
C00645,Customer_00645,Online,Indore
C00646,Customer_00646,Online,Nagpur
C00647,Customer_00647,Online,Nagpur
C00648,Customer_00648,Retail,Bengaluru
C00649,Customer_00649,Wholesale,Nagpur
C00650,Customer_00650,Retail,Bhopal
C00651,Customer_00651,Wholesale,Chennai
C00652,Customer_00652,Wholesale,Indore
C00653,Customer_00653,Retail,Surat
C00654,Customer_00654,Retail,Bhopal
C00655,Customer_00655,Retail,Indore
C00656,Customer_00656,Online,Hyderabad
C00657,Customer_00657,Corporate,Mumbai
C00658,Customer_00658,Retail,Patna
C00659,Customer_00659,Corporate,Jaipur
C00660,Customer_00660,Wholesale,Surat
C00661,Customer_00661,Retail,Bhubaneswar
C00662,Customer_00662,Retail,Ahmedabad
C00663,Customer_00663,Wholesale,Bhubaneswar
C00664,Customer_00664,Online,Patna
C00665,Customer_00665,Online,Pune
C00666,Customer_00666,Retail,Hyderabad
C00667,Customer_00667,Retail,Pune
C00668,Customer_00668,Wholesale,Surat
C00669,Customer_00669,Retail,Patna
C00670,Customer_00670,Retail,Jaipur
