Date,Year,Quarter,Month,Month_Name,Day,Week_Of_Year,Day_Name,Is_Weekend
11-03-2023,2023,Q1,3,March,11,10,Saturday,TRUE
12-03-2023,2023,Q1,3,March,12,10,Sunday,TRUE
13-03-2023,2023,Q1,3,March,13,11,Monday,FALSE
14-03-2023,2023,Q1,3,March,14,11,Tuesday,FALSE
15-03-2023,2023,Q1,3,March,15,11,Wednesday,FALSE
16-03-2023,2023,Q1,3,March,16,11,Thursday,FALSE
17-03-2023,2023,Q1,3,March,17,11,Friday,FALSE
18-03-2023,2023,Q1,3,March,18,11,Saturday,TRUE
19-03-2023,2023,Q1,3,March,19,11,Sunday,TRUE
20-03-2023,2023,Q1,3,March,20,12,Monday,FALSE
21-03-2023,2023,Q1,3,March,21,12,Tuesday,FALSE
22-03-2023,2023,Q1,3,March,22,12,Wednesday,FALSE
23-03-2023,2023,Q1,3,March,23,12,Thursday,FALSE
24-03-2023,2023,Q1,3,March,24,12,Friday,FALSE
25-03-2023,2023,Q1,3,March,25,12,Saturday,TRUE
26-03-2023,2023,Q1,3,March,26,12,Sunday,TRUE
27-03-2023,2023,Q1,3,March,27,13,Monday,FALSE
28-03-2023,2023,Q1,3,March,28,13,Tuesday,FALSE
29-03-2023,2023,Q1,3,March,29,13,Wednesday,FALSE
30-03-2023,2023,Q1,3,March,30,13,Thursday,FALSE
31-03-2023,2023,Q1,3,March,31,13,Friday,FALSE
01-04-2023,2023,Q2,4,April,1,13,Saturday,TRUE
02-04-2023,2023,Q2,4,April,2,13,Sunday,TRUE
03-04-2023,2023,Q2,4,April,3,14,Monday,FALSE
04-04-2023,2023,Q2,4,April,4,14,Tuesday,FALSE
05-04-2023,2023,Q2,4,April,5,14,Wednesday,FALSE
06-04-2023,2023,Q2,4,April,6,14,Thursday,FALSE
07-04-2023,2023,Q2,4,April,7,14,Friday,FALSE
08-04-2023,2023,Q2,4,April,8,14,Saturday,TRUE
09-04-2023,2023,Q2,4,April,9,14,Sunday,TRUE
10-04-2023,2023,Q2,4,April,10,15,Monday,FALSE
11-04-2023,2023,Q2,4,April,11,15,Tuesday,FALSE
12-04-2023,2023,Q2,4,April,12,15,Wednesday,FALSE
13-04-2023,2023,Q2,4,April,13,15,Thursday,FALSE
14-04-2023,2023,Q2,4,April,14,15,Friday,FALSE
15-04-2023,2023,Q2,4,April,15,15,Saturday,TRUE
16-04-2023,2023,Q2,4,April,16,15,Sunday,TRUE
17-04-2023,2023,Q2,4,April,17,16,Monday,FALSE
18-04-2023,2023,Q2,4,April,18,16,Tuesday,FALSE
19-04-2023,2023,Q2,4,April,19,16,Wednesday,FALSE
20-04-2023,2023,Q2,4,April,20,16,Thursday,FALSE
21-04-2023,2023,Q2,4,April,21,16,Friday,FALSE
22-04-2023,2023,Q2,4,April,22,16,Saturday,TRUE
23-04-2023,2023,Q2,4,April,23,16,Sunday,TRUE
24-04-2023,2023,Q2,4,April,24,17,Monday,FALSE
25-04-2023,2023,Q2,4,April,25,17,Tuesday,FALSE
26-04-2023,2023,Q2,4,April,26,17,Wednesday,FALSE
27-04-2023,2023,Q2,4,April,27,17,Thursday,FALSE
28-04-2023,2023,Q2,4,April,28,17,Friday,FALSE
29-04-2023,2023,Q2,4,April,29,17,Saturday,TRUE
30-04-2023,2023,Q2,4,April,30,17,Sunday,TRUE
01-05-2023,2023,Q2,5,May,1,18,Monday,FALSE
02-05-2023,2023,Q2,5,May,2,18,Tuesday,FALSE
03-05-2023,2023,Q2,5,May,3,18,Wednesday,FALSE
04-05-2023,2023,Q2,5,May,4,18,Thursday,FALSE
05-05-2023,2023,Q2,5,May,5,18,Friday,FALSE
06-05-2023,2023,Q2,5,May,6,18,Saturday,TRUE
07-05-2023,2023,Q2,5,May,7,18,Sunday,TRUE
08-05-2023,2023,Q2,5,May,8,19,Monday,FALSE
09-05-2023,2023,Q2,5,May,9,19,Tuesday,FALSE
10-05-2023,2023,Q2,5,May,10,19,Wednesday,FALSE
11-05-2023,2023,Q2,5,May,11,19,Thursday,FALSE
12-05-2023,2023,Q2,5,May,12,19,Friday,FALSE
13-05-2023,2023,Q2,5,May,13,19,Saturday,TRUE
14-05-2023,2023,Q2,5,May,14,19,Sunday,TRUE
15-05-2023,2023,Q2,5,May,15,20,Monday,FALSE
16-05-2023,2023,Q2,5,May,16,20,Tuesday,FALSE
17-05-2023,2023,Q2,5,May,17,20,Wednesday,FALSE
18-05-2023,2023,Q2,5,May,18,20,Thursday,FALSE
19-05-2023,2023,Q2,5,May,19,20,Friday,FALSE
20-05-2023,2023,Q2,5,May,20,20,Saturday,TRUE
21-05-2023,2023,Q2,5,May,21,20,Sunday,TRUE
22-05-2023,2023,Q2,5,May,22,21,Monday,FALSE
23-05-2023,2023,Q2,5,May,23,21,Tuesday,FALSE
24-05-2023,2023,Q2,5,May,24,21,Wednesday,FALSE
25-05-2023,2023,Q2,5,May,25,21,Thursday,FALSE
26-05-2023,2023,Q2,5,May,26,21,Friday,FALSE
27-05-2023,2023,Q2,5,May,27,21,Saturday,TRUE
28-05-2023,2023,Q2,5,May,28,21,Sunday,TRUE
29-05-2023,2023,Q2,5,May,29,22,Monday,FALSE
30-05-2023,2023,Q2,5,May,30,22,Tuesday,FALSE
31-05-2023,2023,Q2,5,May,31,22,Wednesday,FALSE
01-06-2023,2023,Q2,6,June,1,22,Thursday,FALSE
02-06-2023,2023,Q2,6,June,2,22,Friday,FALSE
03-06-2023,2023,Q2,6,June,3,22,Saturday,TRUE
04-06-2023,2023,Q2,6,June,4,22,Sunday,TRUE
05-06-2023,2023,Q2,6,June,5,23,Monday,FALSE
06-06-2023,2023,Q2,6,June,6,23,Tuesday,FALSE
07-06-2023,2023,Q2,6,June,7,23,Wednesday,FALSE
08-06-2023,2023,Q2,6,June,8,23,Thursday,FALSE
09-06-2023,2023,Q2,6,June,9,23,Friday,FALSE
10-06-2023,2023,Q2,6,June,10,23,Saturday,TRUE
11-06-2023,2023,Q2,6,June,11,23,Sunday,TRUE
12-06-2023,2023,Q2,6,June,12,24,Monday,FALSE
13-06-2023,2023,Q2,6,June,13,24,Tuesday,FALSE
14-06-2023,2023,Q2,6,June,14,24,Wednesday,FALSE
15-06-2023,2023,Q2,6,June,15,24,Thursday,FALSE
16-06-2023,2023,Q2,6,June,16,24,Friday,FALSE
17-06-2023,2023,Q2,6,June,17,24,Saturday,TRUE
18-06-2023,2023,Q2,6,June,18,24,Sunday,TRUE
19-06-2023,2023,Q2,6,June,19,25,Monday,FALSE
20-06-2023,2023,Q2,6,June,20,25,Tuesday,FALSE
21-06-2023,2023,Q2,6,June,21,25,Wednesday,FALSE
22-06-2023,2023,Q2,6,June,22,25,Thursday,FALSE
23-06-2023,2023,Q2,6,June,23,25,Friday,FALSE
24-06-2023,2023,Q2,6,June,24,25,Saturday,TRUE
25-06-2023,2023,Q2,6,June,25,25,Sunday,TRUE
26-06-2023,2023,Q2,6,June,26,26,Monday,FALSE
27-06-2023,2023,Q2,6,June,27,26,Tuesday,FALSE
28-06-2023,2023,Q2,6,June,28,26,Wednesday,FALSE
29-06-2023,2023,Q2,6,June,29,26,Thursday,FALSE
30-06-2023,2023,Q2,6,June,30,26,Friday,FALSE
01-07-2023,2023,Q3,7,July,1,26,Saturday,TRUE
02-07-2023,2023,Q3,7,July,2,26,Sunday,TRUE
03-07-2023,2023,Q3,7,July,3,27,Monday,FALSE
04-07-2023,2023,Q3,7,July,4,27,Tuesday,FALSE
05-07-2023,2023,Q3,7,July,5,27,Wednesday,FALSE
06-07-2023,2023,Q3,7,July,6,27,Thursday,FALSE
07-07-2023,2023,Q3,7,July,7,27,Friday,FALSE
08-07-2023,2023,Q3,7,July,8,27,Saturday,TRUE
09-07-2023,2023,Q3,7,July,9,27,Sunday,TRUE
10-07-2023,2023,Q3,7,July,10,28,Monday,FALSE
11-07-2023,2023,Q3,7,July,11,28,Tuesday,FALSE
12-07-2023,2023,Q3,7,July,12,28,Wednesday,FALSE
13-07-2023,2023,Q3,7,July,13,28,Thursday,FALSE
14-07-2023,2023,Q3,7,July,14,28,Friday,FALSE
15-07-2023,2023,Q3,7,July,15,28,Saturday,TRUE
16-07-2023,2023,Q3,7,July,16,28,Sunday,TRUE
17-07-2023,2023,Q3,7,July,17,29,Monday,FALSE
18-07-2023,2023,Q3,7,July,18,29,Tuesday,FALSE
19-07-2023,2023,Q3,7,July,19,29,Wednesday,FALSE
20-07-2023,2023,Q3,7,July,20,29,Thursday,FALSE
21-07-2023,2023,Q3,7,July,21,29,Friday,FALSE
22-07-2023,2023,Q3,7,July,22,29,Saturday,TRUE
23-07-2023,2023,Q3,7,July,23,29,Sunday,TRUE
24-07-2023,2023,Q3,7,July,24,30,Monday,FALSE
25-07-2023,2023,Q3,7,July,25,30,Tuesday,FALSE
26-07-2023,2023,Q3,7,July,26,30,Wednesday,FALSE
27-07-2023,2023,Q3,7,July,27,30,Thursday,FALSE
28-07-2023,2023,Q3,7,July,28,30,Friday,FALSE
29-07-2023,2023,Q3,7,July,29,30,Saturday,TRUE
30-07-2023,2023,Q3,7,July,30,30,Sunday,TRUE
31-07-2023,2023,Q3,7,July,31,31,Monday,FALSE
01-08-2023,2023,Q3,8,August,1,31,Tuesday,FALSE
02-08-2023,2023,Q3,8,August,2,31,Wednesday,FALSE
03-08-2023,2023,Q3,8,August,3,31,Thursday,FALSE
04-08-2023,2023,Q3,8,August,4,31,Friday,FALSE
05-08-2023,2023,Q3,8,August,5,31,Saturday,TRUE
06-08-2023,2023,Q3,8,August,6,31,Sunday,TRUE
07-08-2023,2023,Q3,8,August,7,32,Monday,FALSE
08-08-2023,2023,Q3,8,August,8,32,Tuesday,FALSE
09-08-2023,2023,Q3,8,August,9,32,Wednesday,FALSE
10-08-2023,2023,Q3,8,August,10,32,Thursday,FALSE
11-08-2023,2023,Q3,8,August,11,32,Friday,FALSE
12-08-2023,2023,Q3,8,August,12,32,Saturday,TRUE
13-08-2023,2023,Q3,8,August,13,32,Sunday,TRUE
14-08-2023,2023,Q3,8,August,14,33,Monday,FALSE
15-08-2023,2023,Q3,8,August,15,33,Tuesday,FALSE
16-08-2023,2023,Q3,8,August,16,33,Wednesday,FALSE
17-08-2023,2023,Q3,8,August,17,33,Thursday,FALSE
18-08-2023,2023,Q3,8,August,18,33,Friday,FALSE
19-08-2023,2023,Q3,8,August,19,33,Saturday,TRUE
20-08-2023,2023,Q3,8,August,20,33,Sunday,TRUE
21-08-2023,2023,Q3,8,August,21,34,Monday,FALSE
22-08-2023,2023,Q3,8,August,22,34,Tuesday,FALSE
23-08-2023,2023,Q3,8,August,23,34,Wednesday,FALSE
24-08-2023,2023,Q3,8,August,24,34,Thursday,FALSE
25-08-2023,2023,Q3,8,August,25,34,Friday,FALSE
26-08-2023,2023,Q3,8,August,26,34,Saturday,TRUE
27-08-2023,2023,Q3,8,August,27,34,Sunday,TRUE
28-08-2023,2023,Q3,8,August,28,35,Monday,FALSE
29-08-2023,2023,Q3,8,August,29,35,Tuesday,FALSE
30-08-2023,2023,Q3,8,August,30,35,Wednesday,FALSE
31-08-2023,2023,Q3,8,August,31,35,Thursday,FALSE
01-09-2023,2023,Q3,9,September,1,35,Friday,FALSE
02-09-2023,2023,Q3,9,September,2,35,Saturday,TRUE
03-09-2023,2023,Q3,9,September,3,35,Sunday,TRUE
04-09-2023,2023,Q3,9,September,4,36,Monday,FALSE
05-09-2023,2023,Q3,9,September,5,36,Tuesday,FALSE
06-09-2023,2023,Q3,9,September,6,36,Wednesday,FALSE
07-09-2023,2023,Q3,9,September,7,36,Thursday,FALSE
08-09-2023,2023,Q3,9,September,8,36,Friday,FALSE
09-09-2023,2023,Q3,9,September,9,36,Saturday,TRUE
10-09-2023,2023,Q3,9,September,10,36,Sunday,TRUE
11-09-2023,2023,Q3,9,September,11,37,Monday,FALSE
12-09-2023,2023,Q3,9,September,12,37,Tuesday,FALSE
13-09-2023,2023,Q3,9,September,13,37,Wednesday,FALSE
14-09-2023,2023,Q3,9,September,14,37,Thursday,FALSE
15-09-2023,2023,Q3,9,September,15,37,Friday,FALSE
16-09-2023,2023,Q3,9,September,16,37,Saturday,TRUE
17-09-2023,2023,Q3,9,September,17,37,Sunday,TRUE
18-09-2023,2023,Q3,9,September,18,38,Monday,FALSE
19-09-2023,2023,Q3,9,September,19,38,Tuesday,FALSE
20-09-2023,2023,Q3,9,September,20,38,Wednesday,FALSE
21-09-2023,2023,Q3,9,September,21,38,Thursday,FALSE
22-09-2023,2023,Q3,9,September,22,38,Friday,FALSE
23-09-2023,2023,Q3,9,September,23,38,Saturday,TRUE
24-09-2023,2023,Q3,9,September,24,38,Sunday,TRUE
25-09-2023,2023,Q3,9,September,25,39,Monday,FALSE
26-09-2023,2023,Q3,9,September,26,39,Tuesday,FALSE
27-09-2023,2023,Q3,9,September,27,39,Wednesday,FALSE
28-09-2023,2023,Q3,9,September,28,39,Thursday,FALSE
29-09-2023,2023,Q3,9,September,29,39,Friday,FALSE
30-09-2023,2023,Q3,9,September,30,39,Saturday,TRUE
01-10-2023,2023,Q4,10,October,1,39,Sunday,TRUE
02-10-2023,2023,Q4,10,October,2,40,Monday,FALSE
03-10-2023,2023,Q4,10,October,3,40,Tuesday,FALSE
04-10-2023,2023,Q4,10,October,4,40,Wednesday,FALSE
05-10-2023,2023,Q4,10,October,5,40,Thursday,FALSE
06-10-2023,2023,Q4,10,October,6,40,Friday,FALSE
07-10-2023,2023,Q4,10,October,7,40,Saturday,TRUE
08-10-2023,2023,Q4,10,October,8,40,Sunday,TRUE
09-10-2023,2023,Q4,10,October,9,41,Monday,FALSE
10-10-2023,2023,Q4,10,October,10,41,Tuesday,FALSE
11-10-2023,2023,Q4,10,October,11,41,Wednesday,FALSE
12-10-2023,2023,Q4,10,October,12,41,Thursday,FALSE
13-10-2023,2023,Q4,10,October,13,41,Friday,FALSE
14-10-2023,2023,Q4,10,October,14,41,Saturday,TRUE
15-10-2023,2023,Q4,10,October,15,41,Sunday,TRUE
16-10-2023,2023,Q4,10,October,16,42,Monday,FALSE
17-10-2023,2023,Q4,10,October,17,42,Tuesday,FALSE
18-10-2023,2023,Q4,10,October,18,42,Wednesday,FALSE
19-10-2023,2023,Q4,10,October,19,42,Thursday,FALSE
20-10-2023,2023,Q4,10,October,20,42,Friday,FALSE
21-10-2023,2023,Q4,10,October,21,42,Saturday,TRUE
22-10-2023,2023,Q4,10,October,22,42,Sunday,TRUE
23-10-2023,2023,Q4,10,October,23,43,Monday,FALSE
24-10-2023,2023,Q4,10,October,24,43,Tuesday,FALSE
25-10-2023,2023,Q4,10,October,25,43,Wednesday,FALSE
26-10-2023,2023,Q4,10,October,26,43,Thursday,FALSE
27-10-2023,2023,Q4,10,October,27,43,Friday,FALSE
28-10-2023,2023,Q4,10,October,28,43,Saturday,TRUE
29-10-2023,2023,Q4,10,October,29,43,Sunday,TRUE
30-10-2023,2023,Q4,10,October,30,44,Monday,FALSE
31-10-2023,2023,Q4,10,October,31,44,Tuesday,FALSE
01-11-2023,2023,Q4,11,November,1,44,Wednesday,FALSE
02-11-2023,2023,Q4,11,November,2,44,Thursday,FALSE
03-11-2023,2023,Q4,11,November,3,44,Friday,FALSE
04-11-2023,2023,Q4,11,November,4,44,Saturday,TRUE
05-11-2023,2023,Q4,11,November,5,44,Sunday,TRUE
06-11-2023,2023,Q4,11,November,6,45,Monday,FALSE
07-11-2023,2023,Q4,11,November,7,45,Tuesday,FALSE
08-11-2023,2023,Q4,11,November,8,45,Wednesday,FALSE
09-11-2023,2023,Q4,11,November,9,45,Thursday,FALSE
10-11-2023,2023,Q4,11,November,10,45,Friday,FALSE
11-11-2023,2023,Q4,11,November,11,45,Saturday,TRUE
12-11-2023,2023,Q4,11,November,12,45,Sunday,TRUE
13-11-2023,2023,Q4,11,November,13,46,Monday,FALSE
14-11-2023,2023,Q4,11,November,14,46,Tuesday,FALSE
15-11-2023,2023,Q4,11,November,15,46,Wednesday,FALSE
16-11-2023,2023,Q4,11,November,16,46,Thursday,FALSE
17-11-2023,2023,Q4,11,November,17,46,Friday,FALSE
18-11-2023,2023,Q4,11,November,18,46,Saturday,TRUE
19-11-2023,2023,Q4,11,November,19,46,Sunday,TRUE
20-11-2023,2023,Q4,11,November,20,47,Monday,FALSE
21-11-2023,2023,Q4,11,November,21,47,Tuesday,FALSE
22-11-2023,2023,Q4,11,November,22,47,Wednesday,FALSE
23-11-2023,2023,Q4,11,November,23,47,Thursday,FALSE
24-11-2023,2023,Q4,11,November,24,47,Friday,FALSE
25-11-2023,2023,Q4,11,November,25,47,Saturday,TRUE
26-11-2023,2023,Q4,11,November,26,47,Sunday,TRUE
27-11-2023,2023,Q4,11,November,27,48,Monday,FALSE
28-11-2023,2023,Q4,11,November,28,48,Tuesday,FALSE
29-11-2023,2023,Q4,11,November,29,48,Wednesday,FALSE
30-11-2023,2023,Q4,11,November,30,48,Thursday,FALSE
01-12-2023,2023,Q4,12,December,1,48,Friday,FALSE
02-12-2023,2023,Q4,12,December,2,48,Saturday,TRUE
03-12-2023,2023,Q4,12,December,3,48,Sunday,TRUE
04-12-2023,2023,Q4,12,December,4,49,Monday,FALSE
05-12-2023,2023,Q4,12,December,5,49,Tuesday,FALSE
06-12-2023,2023,Q4,12,December,6,49,Wednesday,FALSE
07-12-2023,2023,Q4,12,December,7,49,Thursday,FALSE
08-12-2023,2023,Q4,12,December,8,49,Friday,FALSE
09-12-2023,2023,Q4,12,December,9,49,Saturday,TRUE
10-12-2023,2023,Q4,12,December,10,49,Sunday,TRUE
11-12-2023,2023,Q4,12,December,11,50,Monday,FALSE
12-12-2023,2023,Q4,12,December,12,50,Tuesday,FALSE
13-12-2023,2023,Q4,12,December,13,50,Wednesday,FALSE
14-12-2023,2023,Q4,12,December,14,50,Thursday,FALSE
15-12-2023,2023,Q4,12,December,15,50,Friday,FALSE
16-12-2023,2023,Q4,12,December,16,50,Saturday,TRUE
17-12-2023,2023,Q4,12,December,17,50,Sunday,TRUE
18-12-2023,2023,Q4,12,December,18,51,Monday,FALSE
19-12-2023,2023,Q4,12,December,19,51,Tuesday,FALSE
20-12-2023,2023,Q4,12,December,20,51,Wednesday,FALSE
21-12-2023,2023,Q4,12,December,21,51,Thursday,FALSE
22-12-2023,2023,Q4,12,December,22,51,Friday,FALSE
23-12-2023,2023,Q4,12,December,23,51,Saturday,TRUE
24-12-2023,2023,Q4,12,December,24,51,Sunday,TRUE
25-12-2023,2023,Q4,12,December,25,52,Monday,FALSE
26-12-2023,2023,Q4,12,December,26,52,Tuesday,FALSE
27-12-2023,2023,Q4,12,December,27,52,Wednesday,FALSE
28-12-2023,2023,Q4,12,December,28,52,Thursday,FALSE
29-12-2023,2023,Q4,12,December,29,52,Friday,FALSE
30-12-2023,2023,Q4,12,December,30,52,Saturday,TRUE
31-12-2023,2023,Q4,12,December,31,52,Sunday,TRUE
01-01-2024,2024,Q1,1,January,1,1,Monday,FALSE
02-01-2024,2024,Q1,1,January,2,1,Tuesday,FALSE
03-01-2024,2024,Q1,1,January,3,1,Wednesday,FALSE
04-01-2024,2024,Q1,1,January,4,1,Thursday,FALSE
05-01-2024,2024,Q1,1,January,5,1,Friday,FALSE
06-01-2024,2024,Q1,1,January,6,1,Saturday,TRUE
07-01-2024,2024,Q1,1,January,7,1,Sunday,TRUE
08-01-2024,2024,Q1,1,January,8,2,Monday,FALSE
09-01-2024,2024,Q1,1,January,9,2,Tuesday,FALSE
10-01-2024,2024,Q1,1,January,10,2,Wednesday,FALSE
11-01-2024,2024,Q1,1,January,11,2,Thursday,FALSE
12-01-2024,2024,Q1,1,January,12,2,Friday,FALSE
13-01-2024,2024,Q1,1,January,13,2,Saturday,TRUE
14-01-2024,2024,Q1,1,January,14,2,Sunday,TRUE
15-01-2024,2024,Q1,1,January,15,3,Monday,FALSE
16-01-2024,2024,Q1,1,January,16,3,Tuesday,FALSE
17-01-2024,2024,Q1,1,January,17,3,Wednesday,FALSE
18-01-2024,2024,Q1,1,January,18,3,Thursday,FALSE
19-01-2024,2024,Q1,1,January,19,3,Friday,FALSE
20-01-2024,2024,Q1,1,January,20,3,Saturday,TRUE
21-01-2024,2024,Q1,1,January,21,3,Sunday,TRUE
22-01-2024,2024,Q1,1,January,22,4,Monday,FALSE
23-01-2024,2024,Q1,1,January,23,4,Tuesday,FALSE
24-01-2024,2024,Q1,1,January,24,4,Wednesday,FALSE
25-01-2024,2024,Q1,1,January,25,4,Thursday,FALSE
26-01-2024,2024,Q1,1,January,26,4,Friday,FALSE
27-01-2024,2024,Q1,1,January,27,4,Saturday,TRUE
28-01-2024,2024,Q1,1,January,28,4,Sunday,TRUE
29-01-2024,2024,Q1,1,January,29,5,Monday,FALSE
30-01-2024,2024,Q1,1,January,30,5,Tuesday,FALSE
31-01-2024,2024,Q1,1,January,31,5,Wednesday,FALSE
01-02-2024,2024,Q1,2,February,1,5,Thursday,FALSE
02-02-2024,2024,Q1,2,February,2,5,Friday,FALSE
03-02-2024,2024,Q1,2,February,3,5,Saturday,TRUE
04-02-2024,2024,Q1,2,February,4,5,Sunday,TRUE
05-02-2024,2024,Q1,2,February,5,6,Monday,FALSE
06-02-2024,2024,Q1,2,February,6,6,Tuesday,FALSE
07-02-2024,2024,Q1,2,February,7,6,Wednesday,FALSE
08-02-2024,2024,Q1,2,February,8,6,Thursday,FALSE
09-02-2024,2024,Q1,2,February,9,6,Friday,FALSE
10-02-2024,2024,Q1,2,February,10,6,Saturday,TRUE
11-02-2024,2024,Q1,2,February,11,6,Sunday,TRUE
12-02-2024,2024,Q1,2,February,12,7,Monday,FALSE
13-02-2024,2024,Q1,2,February,13,7,Tuesday,FALSE
14-02-2024,2024,Q1,2,February,14,7,Wednesday,FALSE
15-02-2024,2024,Q1,2,February,15,7,Thursday,FALSE
16-02-2024,2024,Q1,2,February,16,7,Friday,FALSE
17-02-2024,2024,Q1,2,February,17,7,Saturday,TRUE
18-02-2024,2024,Q1,2,February,18,7,Sunday,TRUE
19-02-2024,2024,Q1,2,February,19,8,Monday,FALSE
20-02-2024,2024,Q1,2,February,20,8,Tuesday,FALSE
21-02-2024,2024,Q1,2,February,21,8,Wednesday,FALSE
22-02-2024,2024,Q1,2,February,22,8,Thursday,FALSE
23-02-2024,2024,Q1,2,February,23,8,Friday,FALSE
24-02-2024,2024,Q1,2,February,24,8,Saturday,TRUE
25-02-2024,2024,Q1,2,February,25,8,Sunday,TRUE
26-02-2024,2024,Q1,2,February,26,9,Monday,FALSE
27-02-2024,2024,Q1,2,February,27,9,Tuesday,FALSE
28-02-2024,2024,Q1,2,February,28,9,Wednesday,FALSE
29-02-2024,2024,Q1,2,February,29,9,Thursday,FALSE
01-03-2024,2024,Q1,3,March,1,9,Friday,FALSE
02-03-2024,2024,Q1,3,March,2,9,Saturday,TRUE
03-03-2024,2024,Q1,3,March,3,9,Sunday,TRUE
04-03-2024,2024,Q1,3,March,4,10,Monday,FALSE
05-03-2024,2024,Q1,3,March,5,10,Tuesday,FALSE
06-03-2024,2024,Q1,3,March,6,10,Wednesday,FALSE
07-03-2024,2024,Q1,3,March,7,10,Thursday,FALSE
08-03-2024,2024,Q1,3,March,8,10,Friday,FALSE
09-03-2024,2024,Q1,3,March,9,10,Saturday,TRUE
